# File: EDGAR_all_F_gases.csv
# Title: EDGAR F gases trend
# Units: Kt
# Source: EDGAR GHG_2024 https://edgar.jrc.ec.europa.eu/dataset_ghg2024
# Comments: EDGAR inventory of F gases compounds c-C4F8, C2F6, C3F8, C4F10, C5F12, C6F14, CF4, HCFC-141b, HCFC-142b, HFC-125, HFC-134, HFC-134a, HFC-143, HFC-143a, HFC-152a, HFC-227ea, HFC-23, HFC-236fa, HFC-245fa, HFC-32, HFC-365mfc, HFC-41, HFC-43-10-mee, NF3, SF6
# Column types: ccccccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn 
# ----------
IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,ipcc_code_1996_for_standard_report,ipcc_code_1996_for_standard_report_name,Substance,fossil_bio,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Annex_I,Central Europe,SVK,Slovakia,2F6,Other ODS,HFC-152a,fossil,0,0,0,0,0,0,2.16E-06,0.000165533,0.000629261,0.001184487,0.001485492,0.001747562,0.00199226,0.002139363,0.002274457,0.002028211,0.001891187,0.001930453,0.00230646,0.002225198,0.002016102,0.00142145,0.001007922,0.000805957,0.000536692,0.000292464,0.000174478,0.00021502,0.00025527,0.000114476,9.45E-05,5.43E-05,5.43E-05,3.42E-05
Annex_I,Central Europe,SVK,Slovakia,2F2a,Closed cell foam,HFC-227ea,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000005,0.000000225,2.24E-07,2.23E-07,2.22E-07,2.21E-07,2.19E-07,2.18E-07,2.17E-07,2.16E-07
Annex_I,Central Europe,SVK,Slovakia,2F3,Fire Extinguishers,HFC-227ea,fossil,0,0,0,0,0.00006065,0.000650398,0.001120538,0.001716321,0.001628225,0.002007003,0.002306443,0.002591221,0.00264711,0.002670245,0.002575822,0.002452261,0.002392378,0.002321599,0.002255819,0.002372868,0.002366375,0.002908566,0.002805488,0.002817433,0.003017929,0.00361174,0.004252975,0.004252341,0.004150491,0.00477521,0.004736807,0.004098927,0.004081739,0.003850582
Annex_I,Central Europe,SVK,Slovakia,2F4,Aerosols,HFC-227ea,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000208,0.00003349,0.00002524,0.00002205,0.000019,0.000019,1.74E-05,7.87E-06,0,0,0,0,,,,
Annex_I,Central Europe,SVK,Slovakia,2F6,Other ODS,HFC-23,fossil,0,0,0,0,0,0.0000007,0.00003531,0.00003531,0.00003668,0.0000377,0.0000377,0.0000377,3.77E-05,5.19E-05,5.37E-05,0.000114095,0.000107921,0.00012526,0.000124381,5.57E-05,1.94E-05,1.08E-05,0.000039479,4.49E-05,4.97E-05,7.57E-05,0.000074672,9.05E-05,9.04E-05,6.50E-05,6.18E-05,5.22E-05,3.94E-05,3.09E-05
Annex_I,Central Europe,SVK,Slovakia,2F3,Fire Extinguishers,HFC-236fa,fossil,0,0,0,0,0,0,0,0,0,0,0.0000324,0.00015498,0.000352431,0.000429009,0.000535559,0.000617941,0.000694284,0.00081797,0.001062491,0.001155997,0.001114197,0.001074287,0.001027973,0.000986674,0.000945133,0.000909155,0.000872347,0.000836956,0.000773738,0.000749729,0.00069095,0.000657002,0.00061809,0.000574211
Annex_I,Central Europe,SVK,Slovakia,2F2a,Closed cell foam,HFC-245fa,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0.00066,0.0006897,0.000659252,0.000685955,0.000612525,0.000534463,0.000451791,0.000384532,0.000393609,0.000502641,0.000499228,0.000360787,0.000379583,0.000222335,0.000219893,0.000218794,0.0002177,0.000216612,0.000215528,0.00021445,0.000213367,0.000212286
Annex_I,Central Europe,SVK,Slovakia,2F1a,Commerical refrigeration,HFC-32,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001191,0.000508046,0.001036324,0.000984729,0.00149983,0.00149238,0.005200873,0.004232582,0.006188414,0.007753759,0.008604721
Annex_I,Central Europe,SVK,Slovakia,2F1c,Industrial refrigeration,HFC-32,fossil,0,0,0,0,0,0,1.29E-07,7.81E-07,8.05E-07,1.20E-06,3.95E-06,7.25E-06,1.50E-05,2.38E-05,0.000035161,5.00E-05,7.32E-05,9.89E-05,0.000130758,0.000170351,0.000106152,0.000344052,0.000780041,0.00083587,0.000934902,0.001274364,0.001388105,0.001633204,0.001560269,0.002628326,0.002963345,0.003301694,0.003882169,0.004300116
Annex_I,Central Europe,SVK,Slovakia,2F1d,Transport refrigeration,HFC-32,fossil,0,0,0,0,0,0,0.000000259,1.65E-06,1.78E-06,2.63E-06,8.40E-06,1.56E-05,3.21E-05,5.14E-05,0.000076008,0.000108871,0.00015799,0.000211653,0.000280123,0.000361975,0.000416263,0.000440014,0.000483664,0.000344883,0.000475797,0.000588213,0.000599909,0.00056712,0.000566161,0.000477722,0.000357006,0.00047864,0.000449466,0.000440047
Annex_I,Central Europe,SVK,Slovakia,2F1f,Stationary Air Conditioning,HFC-32,fossil,0,0,0,0,0,0,9.74E-06,5.83E-05,6.03E-05,9.01E-05,0.000294826,0.000540918,0.001062461,0.001618619,0.002302675,0.003175115,0.004584656,0.00603775,0.007803952,0.009993202,0.010828205,0.013058821,0.011010738,0.010740336,0.011008869,0.010378517,0.011233303,0.014411906,0.015022561,0.021349728,0.025258081,0.03157449,0.037091799,0.042339156
Annex_I,Central Europe,SVK,Slovakia,2F2a,Closed cell foam,HFC-365mfc,fossil,0,0,0,0,0,0,0,0,0,0,0,0,0.00066,0.0006897,0.000659252,0.000685955,0.000612525,0.000534463,0.000451791,0.000384532,0.000393609,0.000370641,0.000830888,0.000489868,0.000262709,0.00022957,0.000228422,0.00022728,0.000226144,0.000225013,0.000223888,0.000222769,0.000221644,0.00022052
Annex_I,Central Europe,SVK,Slovakia,2F8,Electrical Equipment,SF6,fossil,0.00000384,0.00000295,0.00000351,0.00000673,0.00116085,0.000860074,0.000939742,0.000977592,0.001066926,0.001085304,0.0011209,0.001148686,0.001251538,0.001289124,0.00132659,0.001399508,0.001436422,0.001492634,0.001601412,0.001667072,0.00169181,0.00178118,0.00182724,0.00192904,0.001222749,0.001204098,0.000507513,0.000613803,0.000806735,0.000774549,0.001166381,0.001201483,0.001364479,0.001561123
Annex_I,Central Europe,SVN,Slovenia,2C,Production of metals,C2F6,fossil,0.01697633,0.018602436,0.017490622,0.017051902,0.015323323,0.015386218,0.014421782,0.016306706,0.015551076,0.015408265,0.013687989,0.010760035,0.015778365,0.013731494,0.0213142,0.019104895,0.020063065,0.0170573,0.0061103,0.002336311,0.002798217,0.004606591,0.0050127,0.004078168,0.005932825,0.003401296,0.004099142,0.004102018,0.003913486,0.003730406,0.003411983,0.003299563,0.003190846,0.003010993
Annex_I,Central Europe,SVN,Slovenia,2F9,Other F-gas use,C2F6,fossil,0.000004,0.000004,0.0000045,0.0000045,0.000005,0.000005,0.000005,0.0000055,0.0000055,0.000006,0.000006,0.000006,0.0000065,0.0000065,0.000007,0.000007,0.0000073,7.53E-06,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757,0.000007757
Annex_I,Central Europe,SVN,Slovenia,2F9,Other F-gas use,C3F8,fossil,0.000005,0.0000055,0.0000055,0.000006,0.000006,0.0000065,0.0000065,0.000007,0.000007,0.0000075,0.0000075,0.000008,0.000008,0.0000085,0.0000085,0.000009,0.0000092,9.47E-06,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743,0.000009743
Annex_I,Central Europe,SVN,Slovenia,2F9,Other F-gas use,C4F10,fossil,0.0000115,0.0000115,0.000012,0.000012,0.0000125,0.0000125,0.0000125,0.000013,0.000013,0.0000135,0.0000135,0.0000135,0.000014,0.000014,0.0000145,0.0000145,0.0000148,1.50E-05,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257,0.000015257
Annex_I,Central Europe,SVN,Slovenia,2C,Production of metals,CF4,fossil,0.0833103,0.07826175,0.07358432,0.07173875,0.06446619,0.06177597,0.05790403,0.06547193,0.06301211,0.06262286,0.05572166,0.04395073,0.06415411,0.05599804,0.084632,0.0745456,0.05349236,0.0700707,0.029792,0.010358336,0.009075284,0.01544979,0.0165424,0.012654656,0.01437287,0.013319282,0.014902825,0.014913307,0.014227865,0.013562259,0.012404602,0.011995889,0.011600643,0.010946772
Annex_I,Central Europe,SVN,Slovenia,2F9,Other F-gas use,HCFC-141b,fossil,0.000008542,0.000231278,0.00247825,0.00974725,0.0211978,0.0340889,0.0403744,0.0426474,0.0494664,0.055191,0.0587542,0.066378,0.0738899,0.0715539,0.0727948,0.075678,0.0322169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Annex_I,Central Europe,SVN,Slovenia,2F9,Other F-gas use,HCFC-142b,fossil,0.00302912,0.00694108,0.0101257,0.013163,0.0168697,0.020139,0.0211098,0.0221893,0.0226541,0.0247376,0.0260013,0.0263634,0.0231239,0.0234637,0.0258893,0.0278054,0.0198179,0.0170401,0.0142624,0.01287355,0.01287355,0.01287355,0.01287355,0.01287355,0.01287355,0.01287355,0.01287355,0.01287355,0.01287355,0.01287355,0.01287355,0.01287355,0.01287355,0.01287355
Annex_I,Central Europe,SVN,Slovenia,2F1a,Commerical refrigeration,HFC-125,fossil,0,0,0,0,0,0,0,0,6.55E-05,0.000286984,0.000485411,0.000867899,0.001259414,0.001712076,0.001993534,0.002570691,0.003000154,0.003788348,0.004917249,0.00593742,0.006803291,0.00766543,0.010126417,0.012856909,0.012870099,0.014747338,0.015127603,0.014761267,0.013847238,0.011978392,0.011300559,0.010288542,0.00910231,0.008143616
Annex_I,Central Europe,SVN,Slovenia,2F1c,Industrial refrigeration,HFC-125,fossil,0,0,0,0,0,0,0,0,0.000163522,0.00029434,0.00058868,0.00071918,0.000793149,0.001056355,0.001250203,0.001531418,0.001808716,0.002157,0.0025311,0.0027651,0.003045,0.003321,0.003525329,0.003729342,0.005241259,0.005534571,0.005880199,0.006564236,0.005428061,0.004657848,0.004942546,0.004794335,0.004583093,0.004558175
Annex_I,Central Europe,SVN,Slovenia,2F1d,Transport refrigeration,HFC-125,fossil,0,0,0,0,0,0.000029271,0.000035937,0.000050028,0.00007029,0.00010131,0.00013728,0.000181599,0.000222816,0.000280137,0.000345972,0.000418671,0.000519717,0.000664686,0.000794706,0.00086592,0.000952083,0.001058772,0.001135563,0.001197207,0.001292874,0.001419627,0.001536117,0.00160644,0.001638714,0.00165462,0.001640628,0.001628352,0.001624898,0.001614991
Annex_I,Central Europe,SVN,Slovenia,2F1f,Stationary Air Conditioning,HFC-125,fossil,0,0,0,0,0,2.07E-06,3.48E-06,5.16E-06,6.96E-06,8.96E-06,0.000100169,0.000269416,0.000444802,0.000653242,0.000866128,0.001085751,0.001313646,0.001557949,0.001817988,0.002046779,0.002381903,0.002713341,0.003244561,0.00361152,0.004250907,0.005032664,0.007013665,0.006695431,0.00644005,0.006234999,0.006942838,0.00797259,0.008483437,0.009232916
Annex_I,Central Europe,SVN,Slovenia,2F1a,Commerical refrigeration,HFC-134a,fossil,0,0,0,0.000146,0.00018,0.00024451,0.0003864,0.00051389,0.00067989,0.00080339,0.00094814,0.001117265,0.001322953,0.001583484,0.001918281,0.002407476,0.003026759,0.003938978,0.005120616,0.005816068,0.006740092,0.007680493,0.008348409,0.009209102,0.009963471,0.010123135,0.008418638,0.009237691,0.008710134,0.007735335,0.006777804,0.006658908,0.005975167,0.005388444
Annex_I,Central Europe,SVN,Slovenia,2F1b,Domestic refrigeration,HFC-134a,fossil,0,0,0,0.0008375,0.000895,0.000964125,0.00088571,0.00110459,0.00114041,0.001231875,0.00116946,0.00106846,0.00114646,0.00115646,0.00096866,0.00087476,0.00077836,0.00068196,0.00262931,0.00249541,0.002639978,0.003214143,0.003703175,0.003258435,0.003501073,0.002788228,0.00197545,0.0012162,0.0005772,0.000295,0.00015355,0.000013,0.000013,0.000013
Annex_I,Central Europe,SVN,Slovenia,2F1c,Industrial refrigeration,HFC-134a,fossil,0,0,0,0,0,0,0,0.000109986,0.000197975,0.000395951,0.000791902,0.000964502,0.001090884,0.001394854,0.001460361,0.001533168,0.001836212,0.002084594,0.0022425,0.0025119,0.0027162,0.0029178,0.003174513,0.003463989,0.004020293,0.004606664,0.004954206,0.005290883,0.005709262,0.006601325,0.006659284,0.006394471,0.006622874,0.006630057
Annex_I,Central Europe,SVN,Slovenia,2F1d,Transport refrigeration,HFC-134a,fossil,0,0,0,0,0,0.000069186,0.000084942,0.000118248,0.00016614,0.00023946,0.00032448,0.000429234,0.000526656,0.000662142,0.000817752,0.000989586,0.001228422,0.001571076,0.001878396,0.00204672,0.002250378,0.002502552,0.002684058,0.002829762,0.003055884,0.003355482,0.003630822,0.00379704,0.003873324,0.00391092,0.003877848,0.003848832,0.003840668,0.003817251
Annex_I,Central Europe,SVN,Slovenia,2F1e,Mobile Air Conditioning,HFC-134a,fossil,0,0,0,0.000051848,0.000129664,0.000602863,0.001555472,0.003427335,0.006666679,0.012208926,0.018227495,0.024755612,0.032430149,0.041188165,0.051191571,0.061044793,0.070815869,0.079388994,0.085008012,0.087586776,0.087045628,0.085416032,0.083500468,0.079390537,0.075224798,0.070822374,0.066457188,0.064240728,0.063598343,0.062477159,0.060364753,0.058060726,0.056214854,0.054127419
Annex_I,Central Europe,SVN,Slovenia,2F1f,Stationary Air Conditioning,HFC-134a,fossil,0,0,0,0,0,0,0,0,0,0,0.000279293,0.000517404,0.000769946,0.001034961,0.00133612,0.001662352,0.001992036,0.002334225,0.002686213,0.003018981,0.003374231,0.003739406,0.004114406,0.004512609,0.004653861,0.005464322,0.006402452,0.006491912,0.005787496,0.005553544,0.005610409,0.00596925,0.006029834,0.006188598
Annex_I,Central Europe,SVN,Slovenia,2F2a,Closed cell foam,HFC-134a,fossil,0,0,0,0.0083312,0.0083312,0.0083312,0.003338746,0.003234612,0.003106515,0.002984182,0.002867354,0.002755783,0.002649232,0.002547477,0.0024503,0.002357497,0.00188087,0.00179623,0.0017154,0.001638207,0.001564488,0.001494086,0.001426852,0.001362644,0.001301325,0.001242765,0.001186841,0.001133433,0.001082428,0.001033719,0.000987202,0.000942778,0.000896227,0.000850397
Annex_I,Central Europe,SVN,Slovenia,2F2b,Open cell foam,HFC-134a,fossil,0,0,0,0.0126,0.0126,0.0126,0.0144,0.0152,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Annex_I,Central Europe,SVN,Slovenia,2F4,Aerosols,HFC-134a,fossil,0,0,0,0,0,0,0,0,0,0,0,0.001518973,0.001452515,0.001599116,0.002744859,0.0030193,0.00294299,0.003050491,0.002946782,0.003066669,0.003303748,0.00322545,0.003243492,0.003394768,0.003516111,0.003594956,0.003627786,0.003625004,0.003628852,0.003772777,0.003696573,0.003652351,0.003660183,0.003622652
Annex_I,Central Europe,SVN,Slovenia,2F1a,Commerical refrigeration,HFC-143a,fossil,0,0,0,0,0,0,0,0,0.00007,0.0000975,0.00014625,0.000219375,0.000329063,0.000493594,0.000740391,0.001110586,0.001665879,0.002498818,0.003748228,0.004747189,0.005652496,0.006417274,0.008834208,0.011277929,0.011760857,0.011905431,0.014168293,0.01296496,0.012139521,0.010650923,0.009745476,0.008266681,0.006975734,0.005750671
Annex_I,Central Europe,SVN,Slovenia,2F1c,Industrial refrigeration,HFC-143a,fossil,0,0,0,0,0,0,0,0,0.000172395,0.000310312,0.000620623,0.000755588,0.000818788,0.001044463,0.001221219,0.001402059,0.001582899,0.001763739,0.001944579,0.002125419,0.002306259,0.002487099,0.002656701,0.002850537,0.003972078,0.00418899,0.004436213,0.005077175,0.00384694,0.002829971,0.003235508,0.00290051,0.002585034,0.002503388
Annex_I,Central Europe,SVN,Slovenia,2F1d,Transport refrigeration,HFC-143a,fossil,0,0,0,0,0,0.000034593,0.000042471,0.000059124,0.00008307,0.00011973,0.00016224,0.000214617,0.000263328,0.000331071,0.000408876,0.000494793,0.000614211,0.000785538,0.000939198,0.00102336,0.001125189,0.001251276,0.001342029,0.001414881,0.001527942,0.001677741,0.001815411,0.00189852,0.001936662,0.00195546,0.001938924,0.001924416,0.001920334,0.001908625
Annex_I,Central Europe,SVN,Slovenia,2F1f,Stationary Air Conditioning,HFC-143a,fossil,0,0,0,0,0,0,0,0,0,0,3.25E-05,3.66E-05,7.14E-05,0.000113179,0.000117486,0.000127191,0.000139412,0.000177441,0.00022966,0.000272844,0.000351987,0.000421315,0.000471615,0.000525615,0.000592426,0.000719955,0.000899303,0.000765304,0.000817978,0.000958029,0.000985717,0.001121914,0.001223226,0.001311625
Annex_I,Central Europe,SVN,Slovenia,2F3,Fire Extinguishers,HFC-227ea,fossil,0,0,0,0,0,0,0,0.000024,0.000028,0.00009371,0.000044285,0.000097565,0.00006912,0.000094795,0.000190135,9.85E-05,0.000106706,0.000122035,0.000102702,0.000131093,0.000159333,0.000138854,0.000135675,0.000081405,0.00008643,0.000059295,0.000107535,9.30E-05,0.00014472,0.00006432,0.000073365,0.0000603,0.00003216,0.00002144
Annex_I,Central Europe,SVN,Slovenia,2F1a,Commerical refrigeration,HFC-32,fossil,0,0,0,0,0,0,0,0,1.99E-05,2.03E-05,2.39E-05,3.83E-05,6.33E-05,8.95E-05,0.000129697,0.000163373,0.000254052,0.00034637,0.000494764,0.000688586,0.0009597,0.001291469,0.001671756,0.002099438,0.002513888,0.002747598,0.001725836,0.002728054,0.002558522,0.002264998,0.003099948,0.003717162,0.004103376,0.004716168
Annex_I,Central Europe,SVN,Slovenia,2F1c,Industrial refrigeration,HFC-32,fossil,0,0,0,0,0,0,0,0,0.00003,0.000069,0.00012,0.000183,0.000258,0.000345,0.000444,0.000555,0.000648,0.000729,0.000813,0.000867,0.000912,0.00096,0.00106013,0.001074955,0.001463578,0.001617737,0.00170602,0.001868672,0.002021937,0.002322932,0.002440093,0.002565294,0.002746413,0.002887573
Annex_I,Central Europe,SVN,Slovenia,2F1f,Stationary Air Conditioning,HFC-32,fossil,0,0,0,0,0,2.07E-06,3.48E-06,5.16E-06,6.96E-06,8.96E-06,6.35E-05,0.000145004,0.000299913,0.000467822,0.00064832,0.000832825,0.001022718,0.001221461,0.001430016,0.001632063,0.001880937,0.002139728,0.002592448,0.002916224,0.003590864,0.004185167,0.005375355,0.005306309,0.005158793,0.005369819,0.00613295,0.007251382,0.007948912,0.008808609
Annex_I,Central Europe,SVN,Slovenia,2F8,Electrical Equipment,SF6,fossil,0.0008622,0.000846,0.0008479,0.0009206,0.00095,0.0009633,0.0009861,0.0009956,0.001117,0.0013428,0.0013156,0.0013432,0.0014454,0.0014977,0.0015294,0.001576017,0.001571627,0.001534877,0.001693958,0.001505144,0.001540128,0.001556324,0.001396499,0.00146717,0.001471851,0.001497719,0.001493676,0.001387996,0.001386732,0.001394887,0.001454299,0.001428831,0.001410577,0.001415807
Annex_I,Central Europe,SVN,Slovenia,2F9,Other F-gas use,SF6,fossil,0,0,0,0,0,0.00005,0.00007,0.00008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Annex_I,OECD_Europe,SWE,Sweden,2C,Production of metals,C2F6,fossil,0.002788753,0.002917108,0.003127785,0.003271401,0.00329511,0.002511508,0.002678687,0.002673925,0.002118292,0.001933402,0.001817435,0.001549657,0.001529865,0.001311362,0.001459115,0.001250536,0.00101668,0.000548595,0.000635926,0.000383768,0.000582,0.000611096,0.000775388,0.000886011,0.000651269,0.000697248,0.000807999,0.000801484,0.000814516,0.000826264,0.000771683,0.000777368,0.000783096,0.000768707
Annex_I,OECD_Europe,SWE,Sweden,2F7,Semiconductor/Electronics Manufacture,C2F6,fossil,0,0.00002835,0.00002835,0.000194292,0.00023247,0.0006237,0.00087885,0.00093555,0.00087885,0.00063693,0.00041895,0.000468783,0.000812716,0.00057141,0.0002646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Annex_I,OECD_Europe,SWE,Sweden,2F9,Other F-gas use,C2F6,fossil,0.000028,0.0000295,0.000031,0.0000325,0.0000335,0.000035,0.0000365,0.000038,0.0000395,0.0000405,0.000042,0.0000435,0.000045,0.0000465,0.0000475,0.000049,0.000050435,0.00005182,0.000053205,0.000053205,0.000053205,0.000053205,0.000053205,0.000053205,0.000053205,0.000053205,0.000053205,0.000053205,0.000053205,0.000053205,0.000053205,0.000053205,0.000053205,0.000053205
Annex_I,OECD_Europe,SWE,Sweden,2F9,Other F-gas use,C3F8,fossil,0.000035,0.000037,0.0000385,0.0000405,0.000042,0.000044,0.0000455,0.0000475,0.000049,0.000051,0.0000525,0.0000545,0.000056,0.000058,0.0000595,0.0000615,0.0000632,0.00006497,0.000066745,0.000066745,0.000066745,0.000066745,0.000066745,0.000066745,0.000066745,0.000066745,0.000066745,0.000066745,0.000066745,0.000066745,0.000066745,0.000066745,0.000066745,0.000066745
Annex_I,OECD_Europe,SWE,Sweden,2F9,Other F-gas use,C4F10,fossil,0.0000805,0.000082,0.0000835,0.000085,0.0000865,0.0000875,0.000089,0.0000905,0.000092,0.0000935,0.0000945,0.000096,0.0000975,0.000099,0.0001005,0.000102,0.0001035,0.000105,0.0001065,0.0001065,0.0001065,0.0001065,0.0001065,0.0001065,0.0001065,0.0001065,0.0001065,0.0001065,0.0001065,0.0001065,0.0001065,0.0001065,0.0001065,0.0001065
Annex_I,OECD_Europe,SWE,Sweden,2C,Production of metals,CF4,fossil,0.05424001,0.0567364,0.06083415,0.06362742,0.06408861,0.04491179,0.04790132,0.04781607,0.0373439,0.03374144,0.03208963,0.02745974,0.02635553,0.02347666,0.02244367,0.017665569,0.01554535,0.00849194,0.011291624,0.006813398,0.00979,0.01070971,0.012092683,0.015141049,0.01113357,0.011805805,0.013897301,0.013785207,0.014009394,0.014211452,0.013272673,0.013370472,0.013468992,0.013221506
Annex_I,OECD_Europe,SWE,Sweden,2F7,Semiconductor/Electronics Manufacture,CF4,fossil,0,0.00008397,0.00008397,0.000118476,0.00023679,0.00043578,0.00066663,0.00074061,0.00070875,0.00020763,0.00041985,0.000469593,0.00065097,0.00039843,0.00009324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Annex_I,OECD_Europe,SWE,Sweden,2F9,Other F-gas use,HCFC-141b,fossil,4.75E-05,0.000798002,0.0072454,0.023676,0.0457246,0.0684443,0.0791737,0.0811243,0.0932713,0.101948,0.107868,0.115437,0.121722,0.112623,0.109097,0.107887,0.00638406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Annex_I,OECD_Europe,SWE,Sweden,2F9,Other F-gas use,HCFC-142b,fossil,0.0168273,0.0239496,0.0296035,0.0319728,0.0363886,0.0404353,0.0413963,0.0422086,0.0427156,0.0456949,0.0477363,0.0458481,0.0380929,0.0369307,0.0388001,0.0396395,0.0232646,0.0160391,0.00881358,0.00520082,0.00520082,0.00520082,0.00520082,0.00520082,0.00520082,0.00520082,0.00520082,0.00520082,0.00520082,0.00520082,0.00520082,0.00520082,0.00520082,0.00520082
Annex_I,OECD_Europe,SWE,Sweden,2F1a,Commerical refrigeration,HFC-125,fossil,0,0,0,0.000822477,0.002984227,0.005953484,0.008649207,0.01226514,0.016636844,0.02121083,0.025944934,0.028757656,0.032088697,0.033376875,0.032598621,0.030537551,0.027956258,0.025464827,0.0223862,0.019563308,0.016477554,0.014748008,0.014395798,0.014186931,0.015241169,0.017159642,0.01930594,0.019966049,0.02143747,0.02248748,0.023661137,0.023389928,0.024040748,0.024558504
Annex_I,OECD_Europe,SWE,Sweden,2F1c,Industrial refrigeration,HFC-125,fossil,0,0,0,0.000110994,0.000242745,0.000531764,0.001059221,0.001820204,0.002826533,0.004050057,0.005691658,0.007154518,0.009173962,0.010614196,0.011427916,0.012050257,0.012790353,0.013712456,0.01449996,0.015433282,0.016274694,0.016979196,0.017663738,0.018111651,0.019598158,0.021480079,0.023212862,0.023645526,0.024396702,0.025257229,0.026714988,0.027593352,0.028658902,0.029792792
Annex_I,OECD_Europe,SWE,Sweden,2F1d,Transport refrigeration,HFC-125,fossil,0,0,0,0.000172814,0.000326575,0.000875747,0.001558989,0.001936426,0.002310212,0.002742632,0.003175362,0.003445733,0.003669298,0.003938406,0.004101263,0.004215024,0.004076351,0.003749688,0.003632458,0.003545817,0.003285476,0.002868786,0.002868636,0.002898305,0.002920828,0.00300091,0.003083228,0.003195283,0.003301916,0.003384654,0.003301136,0.003339224,0.00335166,0.003340662
Annex_I,OECD_Europe,SWE,Sweden,2F1f,Stationary Air Conditioning,HFC-125,fossil,0.000728795,0.000992915,0.001117627,0.001260426,0.001252432,0.001176145,0.001123836,0.001054899,0.00085093,0.000532897,0.00068272,0.000954838,0.001250361,0.001622729,0.002101025,0.002556495,0.00318766,0.003635998,0.004357754,0.005083683,0.006160347,0.006629967,0.007222378,0.007774421,0.008454503,0.009530129,0.010824883,0.011912583,0.01285724,0.015118858,0.015774829,0.01626508,0.017401027,0.01816175
Annex_I,OECD_Europe,SWE,Sweden,2F3,Fire Extinguishers,HFC-125,fossil,0,0,0,0,0,0,0,0.00009225,0.00023025,0.0003609,0.0005206,0.0004984,0.00058406,0.0005804,0.00057974,0.000575057,0.000572204,0.000654304,0.000662543,0.000567951,0.000479345,0.000173136,0.000188226,5.83E-05,1.93E-05,3.62E-06,2.51E-06,1.06E-06,3.22E-06,3.89E-07,1.67E-07,6.33E-08,6.33E-08,6.33E-08
Annex_I,OECD_Europe,SWE,Sweden,2F1a,Commerical refrigeration,HFC-134a,fossil,0.000292262,0.000560701,0.000806905,0.003333176,0.010097884,0.018147697,0.032200862,0.041913563,0.052268882,0.065759792,0.074497488,0.078410701,0.080609502,0.080562502,0.079812093,0.078233811,0.079173192,0.075495142,0.076565825,0.07798331,0.078669761,0.081196168,0.084870896,0.084707846,0.096867305,0.102199259,0.107316363,0.105376129,0.104313847,0.10015835,0.095497634,0.086517198,0.080584981,0.074060525
Annex_I,OECD_Europe,SWE,Sweden,2F1b,Domestic refrigeration,HFC-134a,fossil,0,0.000285,0.00045036,0.001032881,0.001533528,0.001871815,0.002077707,0.00227611,0.002348568,0.002262712,0.002291744,0.002312725,0.002309074,0.002299563,0.0022785,0.002269636,0.002259735,0.002248442,0.002235322,0.002231132,0.002228292,0.002636645,0.002608243,0.003133839,0.003125185,0.002709508,0.002149525,0.001728245,0.001220625,0.0006579,0.0005103,0.00039285,0.000116925,0.000116925
Annex_I,OECD_Europe,SWE,Sweden,2F1c,Industrial refrigeration,HFC-134a,fossil,1.65E-05,2.99E-05,3.97E-05,0.000772299,0.003936217,0.007975131,0.015979691,0.021625389,0.027311499,0.034851561,0.040451754,0.045101406,0.049812403,0.054347469,0.058392253,0.06188927,0.066254367,0.069497607,0.072789156,0.074759099,0.075563508,0.075078581,0.072564744,0.070022925,0.071826332,0.070290543,0.069660802,0.06772279,0.066544224,0.064922823,0.063103925,0.061446638,0.059747442,0.058022315
